id,article_label,article_text,language
73,Ingingo ya 25: Ibihano bihabwa ibigo n'imiryango bya Leta cyangwa imiryango itari iya Leta ifite ubuzimagatozi,"Ibihano bihabwa ibigo bya Leta, imiryango ya Leta, amasosiyete, amakoperative, imiryango itari iya Leta bifite ubuzimagatozi ni ibi bikurikira: 1º ihazabu; 2º kubuzwa mu gihe runaka gukora kimwe cyangwa byinshi mu bikorwa yiyemeje; 3º kunyagwa ikintu cyifashishijwe cyangwa cyari kigenewe gukora icyaha cyangwa icyagikomotseho; 4º gutangaza igihano cyatanzwe. Amasosiyete, amakoperative, imiryango itari iya Leta ifite ubuzimagatozi ishobora no guhanishwa kandi ibi bihano bikurikira: 1° iseswa; 2° gufunga burundu ibyakorewemo cyangwa ibyifashishijwe mu gukora ibikorwa bibujijwe; 3° guhezwa burundu mu masoko ya Leta cyangwa mu gihe giteganywa n'amategeko abigenga; 4° kubuzwa gutanga sheki, ikarita ihesha amafaranga cyangwa impapuro mvunjwafaranga; 5° gushyira ku bugenzurwe bw'ubucamanza.",rw
74,Article 25: Penalties applicable to institutions and organizations of the State or non-governmental organizations with legal personality,"Penalties applicable to the institutions and organizations of the State, companies, cooperatives, non-governmental organizations with legal personality are the following: 1º a fine; 2º the ban on the conduct of one or several professional or social activities for a fixed period of time; 3º confiscation of the object used or intended for use in the commission of the offence or the proceeds thereof; 4º publication of the penalty pronounced. Companies, cooperatives, non-governmental organizations with legal personality may also be punishable by the following penalties: 1° dissolution; 2° permanent closure of establishments in which incriminated acts have been committed or which have been used to commit such acts; 3° permanent exclusion from public procurement contracts, either indefinitely or for a fixed period of time provided for by relevant laws; 4° the ban on issuing a cheque, a credit card or negotiable instrument; 5° placement under judicial supervision.",en
75,Article 25: Peines applicables aux institutions et organisations de l'État ou aux organisations non gouvernementales dotées de la personnalité juridique,"Les peines applicables aux institutions et organisations de l'État, aux sociétés, aux coopératives, aux organisations non-gouvernementales dotées de la personnalité juridique sont les suivantes: 1° amende; 2° l'interdiction d'exercer une ou plusieurs activités professionnelles ou sociales pour une période déterminée; 3° la confiscation de la chose qui a servi ou était destinée à commettre l'infraction ou du produit de cette dernière; 4° la publication de la peine prononcée. Les sociétés, les coopératives, les organisations non gouvernementales dotées de la personnalité juridique peuvent également être punissables des peines suivantes: 1° dissolution; 2° fermeture définitive des établissements dans lesquels ont été commis ou ayant servi à commettre les faits incriminés; 3° exclusion de la participation à des marchés publics soit à titre définitif soit pour une durée prévue par la législation en la matière; 4° interdiction d'émettre un chèque, une carte de crédit ou un titre négociable; 5° placement sous surveillance judiciaire.",fr
76,Ingingo ya 26: Igihe igihano cy'igifungo kimara,Igihano cy'igifungo gishobora kumara igihe kizwi cyangwa kikaba icya burundu.,rw
77,Article 26: Duration of the penalty of imprisonment,The penalty of imprisonment may be for a fixed term or for life.,en
78,Article 26: Durée de la peine d'emprisonnement,La peine d'emprisonnement peut être à durée déterminée ou à perpétuité.,fr
79,Ingingo ya 27: Igifungo kimara igihe kizwi,"Igifungo kimara igihe kizwi, kimara nibura umunsi umwe (1) kandi ntikirenza imyaka makumyabiri n'itanu (25), keretse iyo itegeko ribiteganya ukundi. Igifungo kimara igihe kizwi kibarirwa ku minsi, amezi cyangwa imyaka bya kalendari isanzwe. Igifungo cy'umunsi umwe ni amasaha makumyabiri n'ane (24), icy'ukwezi kumwe (1) ni iminsi mirongo itatu (30), icy'umwaka umwe (1) ni amezi cumi n'abiri (12).",rw
80,Article 27: Fixed-term imprisonment,"Fixed-term imprisonment is imposed for at least one day and at most twenty-five (25) years, unless the law provides otherwise. Fixed-term imprisonment is calculated on the basis of days, months or years of the Gregorian calendar. An imprisonment of one (1) day is equal to twenty-four (24) hours, an imprisonment of one (1) month is equal to thirty (30) days and an imprisonment of one (1) year is equal to twelve (12) months.",en
81,Article 27: Emprisonnement à durée déterminée,"L'emprisonnement à durée déterminée dure au moins un (1) jour et ne dépasse pas vingt-cinq (25) ans, à moins que la loi n'en dispose autrement. L'emprisonnement à durée déterminée se calcule en jours, mois ou années du calendrier grégorien. L'emprisonnement d'un (1) jour est de vingt-quatre (24) heures. Celui d'un (1) mois est de trente (30 jours. Celui d'une (1) année est de douze (12) mois.",fr
82,Ingingo ya 28: Ibarwa ry'igifungo kimara igihe kizwi,"Igihe cy'igifungo gitangira kubarwa kuva ku munsi urubanza ruhana umuntu rwabaye ndakuka. Igihe umuntu amaze afunzwe n'inzego zabiherewe ububasha n'itegeko kivanwa mu gihe cy'igifungo urukiko rwategetse. Mu kubara igihe igifungo cyategetswe kizamara, ntihitabwa ku gihe uwakatiwe yihungishije ubwe igihano. Iyo umuntu akatiwe ibihano by'igifungo birenze kimwe, igifungo gikurikira gitangira kubarwa ikikibanziriza kirangiye.",rw
83,Article 28: Calculation of the term of fixed-term imprisonment,"The term of imprisonment runs from the day on which the judgment of conviction becomes final. The length of the period of detention by legally competent organs is deducted from the term of imprisonment imposed by the court. In calculating the term of imprisonment, no account is taken of the period during which the convict has voluntarily avoided serving the penalty. When a person is given more than one penalty of imprisonment, the next imprisonment penalty starts to run upon the expiration of the previous one.",en
84,Article 28: Calcul de la durée de l'emprisonnement à durée déterminée,"La durée de l'emprisonnement court du jour où le jugement de condamnation est devenu définitif. Le délai de détention par des organes légalement compétents est déduit de la durée de la peine d'emprisonnement prononcée par le jugement. Dans le calcul de la durée d'une peine d'emprisonnement, le temps pendant lequel le condamné s'est volontairement soustrait de l'exécution de la peine n'est pas inclus. Lorsqu'une personne est condamnée à plus d'une peine d'emprisonnement, la peine d'emprisonnement suivante prend cours à la date d'expiration de la peine précédente.",fr
85,Ingingo ya 29: Igihano cy'igifungo cya burundu,Igihano cy'igifungo cya burundu ni igifungo kimara ubuzima bwose uwagikatiwe asigaje kubaho.,rw
86,Article 29: Life imprisonment,The penalty of life imprisonment implies a jail term for the rest of the convict's life.,en
87,Article 29: Emprisonnement à perpétuité,La peine d'emprisonnement à perpétuité est un emprisonnement d'un condamné pour le reste de sa vie.,fr
88,Ingingo ya 30: Ingano y'ihazabu,Ihazabu igizwe nibura n'ifaranga rimwe (1) ry'u Rwanda.,rw
89,Article 30: Amount of fine,The fine is at least one (1) Rwandan franc.,en
90,Article 30: Montant de l'amende,L'amende est de un (1) franc rwandais au moins.,fr
91,Ingingo ya 31: Itangwa ry'igihano cy'ihazabu,"Igihano cy'ihazabu gihabwa buri muntu ku giti cye mu bakatiwe, hakurikijwe uburemere bw'icyaha. Urukiko rushyiraho igihe ntarengwa ihazabu itangirwamo. Icyo gihe ntigishobora kurenga umwaka umwe (1) kuva urubanza rubaye ndakuka. Urukiko rushobora kwemeza ko ihazabu yishyurwa mu byiciro cyangwa isimbuzwa imirimo y'inyungu rusange.",rw
92,Article 31: Imposition of a fine,A fine is imposed individually on each of the convicts on the basis of the gravity of the offence. The court sets the time limit for payment of a fine. This time limit does not exceed one (1) year from the day the judgment has become final. The court may order that the fine be paid in instalments or commuted to community service.,en
93,Article 31: Prononcé de l'amende,L'amende est prononcée individuellement contre chacun des condamnés en tenant compte de la gravité de l'infraction. La juridiction fixe le délai dans lequel l'amende doit être payée. Ce délai ne peut aller au-delà d'une (1) année à compter du jour où le jugement devient définitif. La juridiction peut décider que l'amende soit payée par tranches ou commuée en travaux d'intérêt général.,fr
94,Ingingo ya 32: Impurirane y'ihazabu n'ibindi byishyurwa,"Iyo umutungo w'uwakatiwe udashobora kuvamo ihazabu, gusubiza iby'abandi n'indishyi z'akababaro, habanza gusubizwa iby'abandi no kwishyura indishyi z'akababaro.",rw
95,Article 32: Fine awarded concurrently with other payments,"When the convict's property is insufficient for the payment of the fine, restitutions and damages, priority is given to the payment of restitutions and damages.",en
96,Article 32: Concours de l'amende et d'autres paiements,"Lorsque les biens du condamné sont insuffisants pour le recouvrement de l'amende, des restitutions et des dommages-intérêts, la somme recouvrée est prioritairement affectée aux restitutions et aux dommages-intérêts.",fr
97,"Ingingo ya 33: Ubufatanye bw'abahamwe n'icyaha mu kwishyura ibisubizwa, indishyi z'akababaro cyangwa amagarama y'urubanza","Abantu bose bahaniwe icyaha kimwe bafatanya kwishyura ibisubizwa, indishyi z'akababaro n'amagarama y'urubanza.",rw
98,"Article 33: Joint liability of convicts for the payment of restitutions, damages or court fees","All persons convicted of the same offence are held jointly responsible for restitutions, damages and court fees.",en
99,"Article 33: Solidarité des condamnés dans le paiement des restitutions, des dommages-intérêts ou des frais de justice","Toutes les personnes condamnées pour une même infraction sont tenues solidairement des restitutions, des dommages-intérêts et des frais de justice.",fr
100,"Ingingo ya 34: Gusubiza ibyarigishijwe, ibyibwe, ibyambuwe cyangwa ibyatanzwe bitari ngombwa","Mu rubanza rw'inshinjabyaha rugennye igihano, iyo hari ibyarigishijwe, ibyibwe, ibyambuwe ku buryo bw'uburiganya cyangwa ibyatanzwe bitari ngombwa urukiko rugomba gutegeka kubisubiza.",rw
101,"Article 34: Restitution of embezzled, stolen, fraudulently obtained or unduly given property","If a penalty is imposed in a criminal case, the court must order the restitution of embezzled, stolen, fraudulently obtained or unduly given property, if any.",en
102,"Article 34: Restitution des biens détournés, volés, escroqués ou livrés indûment","En cas d'imposition d'une peine dans une affaire pénale, la juridiction doit ordonner la restitution des biens détournés, volés, escroqués ou livrés indûment, le cas échéant.",fr
103,Ingingo ya 35: Itangwa ry'igihano cy'imirimo y'inyungu rusange,"Iyo igihano cy'imirimo y'inyungu rusange gitanzwe nk'igihano cy'iremezo, urukiko rugena igihe ntarengwa kizamara. Icyo gihe ntigishobora kurenga amezi atandatu (6). Igihano cy'imirimo y'inyungu rusange gishobora gutangwa gisimbura ikindi gihano cy'iremezo. Muri icyo gihe, gitangwa ku buryo bukurikira: 1º iyo icyaha gihanishwa igifungo kirenze amezi atandatu (6) ariko kitarenze imyaka itanu (5), urukiko rushobora gutegeka uwagikatiwe kurangiza icya kabiri (1/2) cy'igihano akora igihano cy'imirimo y'inyungu rusange; 2º iyo icyaha gihanishwa igifungo kitageza ku mezi atandatu (6), urukiko rushobora kumutegeka gukora igihano cy'imirimo y'inyungu rusange mu gihe kidashobora kurenga igihe ntarengwa cyo hejuru cy'igifungo giteganywa n'itegeko kuri icyo cyaha. Iyo uwahamwe n'icyaha adakoze neza igihano cy'imirimo y'inyungu rusange, ahatirwa kurangiriza muri gereza igihano gisigaye yakatiwe. Iteka rya Perezida rigena uburyo bwo gukora igihano cy'imirimo y'inyungu rusange.",rw
104,Article 35: Imposition of the penalty of community service,"In case the penalty of community service is imposed as principal penalty, the court sets the time limit for serving such a penalty. Such a time limit does not exceed six (6) months. The penalty of community service may be imposed in lieu of another principal penalty. In that case, it is imposed as follows: 1º when an offence is punishable by imprisonment for a term of more than six (6) months and not more than five (5) years, the court may order that the convict serve half (1/2) of the term of his/her penalty in serving the penalty of community service; 2º when an offence is punishable by imprisonment for a term of less than six (6) months, the court may order that the convict serve the penalty of community service for a period not exceeding the maximum imprisonment provided by the law for such an offence. In case of the convict's failure to properly serve the penalty of community service, he/she is forced to serve the remainder of the penalty in prison. A Presidential Order determines modalities for the execution of the penalty of community service.",en
